id,trackGenre,trackGenreLabel,title,artist,popularity,valence,energy,quadrant,spotifyId,youtubeVideoId,youtubeUrl,youtubeSearchUrl
spotify-4qDHt2ClApBBzDAvhNGWFd,chill,Chill,Crab Rave,Noisestorm,67,0.245,0.933,tense,4qDHt2ClApBBzDAvhNGWFd,cE0wfjsybIQ,https://www.youtube.com/watch?v=cE0wfjsybIQ,https://www.youtube.com/results?search_query=Noisestorm%20Crab%20Rave%20official%20audio
spotify-2zhPy8zbBf53XgTtkEbnbO,chill,Chill,Oblivion,"Rufi-O, Lily Potter",66,0.685,0.131,relaxed,2zhPy8zbBf53XgTtkEbnbO,l0Nat5LK8yI,https://www.youtube.com/watch?v=l0Nat5LK8yI,https://www.youtube.com/results?search_query=Rufi-O%2C%20Lily%20Potter%20Oblivion%20official%20audio
spotify-6ZwTqNc7Ln6Dhn5UKNZJHy,chill,Chill,Losing Interest - Slowed Version,boy in skirt,65,0.166,0.0617,sad_low,6ZwTqNc7Ln6Dhn5UKNZJHy,HoOgOKl9VYE,https://www.youtube.com/watch?v=HoOgOKl9VYE,https://www.youtube.com/results?search_query=boy%20in%20skirt%20Losing%20Interest%20-%20Slowed%20Version%20official%20audio
spotify-3jNkhv4Hn6MnogaKf6qJMk,study,Study,Distractions,Timothy Infinite,55,0.284,0.41,sad_low,3jNkhv4Hn6MnogaKf6qJMk,qy9oIQw7jfo,https://www.youtube.com/watch?v=qy9oIQw7jfo,https://www.youtube.com/results?search_query=Timothy%20Infinite%20Distractions%20official%20audio
spotify-0CQq9NEFcGNi3FMxpMKwj4,study,Study,Shoreditch,Clint Is Quinn,55,0.396,0.105,sad_low,0CQq9NEFcGNi3FMxpMKwj4,FCALFtrW01o,https://www.youtube.com/watch?v=FCALFtrW01o,https://www.youtube.com/results?search_query=Clint%20Is%20Quinn%20Shoreditch%20official%20audio
spotify-0tL9E43q9uXQftXBeZMM8D,study,Study,Skin Tone,Timothy Infinite,54,0.197,0.484,sad_low,0tL9E43q9uXQftXBeZMM8D,SUmyXsuqCXw,https://www.youtube.com/watch?v=SUmyXsuqCXw,https://www.youtube.com/results?search_query=Timothy%20Infinite%20Skin%20Tone%20official%20audio
spotify-1oQt6kTiuPsQEFaHWFH6Pl,study,Study,Neon Tapestries,Dusty Decks,53,0.44,0.155,sad_low,1oQt6kTiuPsQEFaHWFH6Pl,M4iZEkht1LA,https://www.youtube.com/watch?v=M4iZEkht1LA,https://www.youtube.com/results?search_query=Dusty%20Decks%20Neon%20Tapestries%20official%20audio
spotify-0PMlGvzeLrQ27h8oGyfGMV,study,Study,After Surf Sandwich,Breakfast For Brunch,52,0.324,0.357,sad_low,0PMlGvzeLrQ27h8oGyfGMV,DcHuXUpXo6c,https://www.youtube.com/watch?v=DcHuXUpXo6c,https://www.youtube.com/results?search_query=Breakfast%20For%20Brunch%20After%20Surf%20Sandwich%20official%20audio
spotify-0CMYUXTTTmI6Lwc0opH2XG,sleep,Sleep,Herinneringen,Sohn Aelia,74,0.0581,0.00342,sad_low,0CMYUXTTTmI6Lwc0opH2XG,NMZAAZ7FiOw,https://www.youtube.com/watch?v=NMZAAZ7FiOw,https://www.youtube.com/results?search_query=Sohn%20Aelia%20Herinneringen%20official%20audio
spotify-07UDTaRYJAsIhUZTyZSUzM,sleep,Sleep,Ons,Huma,71,0.0459,0.0185,sad_low,07UDTaRYJAsIhUZTyZSUzM,vwJRvtvr5fE,https://www.youtube.com/watch?v=vwJRvtvr5fE,https://www.youtube.com/results?search_query=Huma%20Ons%20official%20audio
spotify-5LEHlRPjGcZ5RdagAwXpHS,sleep,Sleep,Beautiful Imagination,Little Circuits,71,0.0591,0.0333,sad_low,5LEHlRPjGcZ5RdagAwXpHS,RPi2eAzjLxk,https://www.youtube.com/watch?v=RPi2eAzjLxk,https://www.youtube.com/results?search_query=Little%20Circuits%20Beautiful%20Imagination%20official%20audio
spotify-48UNHWGzRfk4AOKrCJM7XJ,sleep,Sleep,I et andet liv,Minik Knudsen,70,0.111,0.00769,sad_low,48UNHWGzRfk4AOKrCJM7XJ,gvmtM02_l6U,https://www.youtube.com/watch?v=gvmtM02_l6U,https://www.youtube.com/results?search_query=Minik%20Knudsen%20I%20et%20andet%20liv%20official%20audio
spotify-13CYT9XLC54qtyg0U8aqb7,sleep,Sleep,Hush,Yonatan Awate,69,0.0689,0.00935,sad_low,13CYT9XLC54qtyg0U8aqb7,CpT0XGVsjKk,https://www.youtube.com/watch?v=CpT0XGVsjKk,https://www.youtube.com/results?search_query=Yonatan%20Awate%20Hush%20official%20audio
spotify-7vd1j4IDTU0koES9M8dvBQ,new-age,New Age,Kiss The Rain,Yiruma,61,0.182,0.0519,sad_low,7vd1j4IDTU0koES9M8dvBQ,wDl4MSJ_1Kc,https://www.youtube.com/watch?v=wDl4MSJ_1Kc,https://www.youtube.com/results?search_query=Yiruma%20Kiss%20The%20Rain%20official%20audio
spotify-1jcQ040aWKeiUGJ2IcnFtV,new-age,New Age,Sunset Bird,Yiruma,60,0.0414,0.191,sad_low,1jcQ040aWKeiUGJ2IcnFtV,abqtXkTJrG0,https://www.youtube.com/watch?v=abqtXkTJrG0,https://www.youtube.com/results?search_query=Yiruma%20Sunset%20Bird%20official%20audio
spotify-5pSxOv6lbvdz2fddSUPdSA,new-age,New Age,Song From A Secret Garden,Secret Garden,58,0.094,0.303,sad_low,5pSxOv6lbvdz2fddSUPdSA,Cxs3RClv-8g,https://www.youtube.com/watch?v=Cxs3RClv-8g,https://www.youtube.com/results?search_query=Secret%20Garden%20Song%20From%20A%20Secret%20Garden%20official%20audio
spotify-02xd7yuAEiLOF7rt4zlPep,new-age,New Age,River Flows in You - Orchestra Version,Yiruma,57,0.0398,0.201,sad_low,02xd7yuAEiLOF7rt4zlPep,axiZSrjgkMI,https://www.youtube.com/watch?v=axiZSrjgkMI,https://www.youtube.com/results?search_query=Yiruma%20River%20Flows%20in%20You%20-%20Orchestra%20Version%20official%20audio
spotify-1rpF77jsLBMG2QjCuhe0Sr,new-age,New Age,We Contain Multitudes — piano reworks,"Yiruma, Ólafur Arnalds",57,0.285,0.0287,sad_low,1rpF77jsLBMG2QjCuhe0Sr,mmVpvtzU2bI,https://www.youtube.com/watch?v=mmVpvtzU2bI,https://www.youtube.com/results?search_query=Yiruma%2C%20%C3%93lafur%20Arnalds%20We%20Contain%20Multitudes%20%E2%80%94%20piano%20reworks%20official%20audio
spotify-1m3BAsNsQAaSNMD2M6vlKY,guitar,Guitar,Breezin',George Benson,60,0.964,0.752,happy,1m3BAsNsQAaSNMD2M6vlKY,zgxL-khJ--Q,https://www.youtube.com/watch?v=zgxL-khJ--Q,https://www.youtube.com/results?search_query=George%20Benson%20Breezin'%20official%20audio
spotify-1PINN6x0Riouab3wPSglpp,guitar,Guitar,An Idea,"Leo Brouwer, Zsófia Boros",58,0.173,0.00785,sad_low,1PINN6x0Riouab3wPSglpp,NmDfgEgfiOE,https://www.youtube.com/watch?v=NmDfgEgfiOE,https://www.youtube.com/results?search_query=Leo%20Brouwer%2C%20Zs%C3%B3fia%20Boros%20An%20Idea%20official%20audio
spotify-4WO5q4gmBiPJbv2xqVDADE,guitar,Guitar,Entre Dos Aguas - Remastered 2014,Paco de Lucía,58,0.919,0.917,happy,4WO5q4gmBiPJbv2xqVDADE,0vq3qZwaXrw,https://www.youtube.com/watch?v=0vq3qZwaXrw,https://www.youtube.com/results?search_query=Paco%20de%20Luc%C3%ADa%20Entre%20Dos%20Aguas%20-%20Remastered%202014%20official%20audio
spotify-4jXvLe7ERO8yIYETDZGU0m,guitar,Guitar,Brookline,Finlep,56,0.13,0.11,sad_low,4jXvLe7ERO8yIYETDZGU0m,JBP-f3TUBcc,https://www.youtube.com/watch?v=JBP-f3TUBcc,https://www.youtube.com/results?search_query=Finlep%20Brookline%20official%20audio
spotify-5TmKvbzD7zEbZLNfhAHTar,guitar,Guitar,Where We Are,Project AER,56,0.0432,0.147,sad_low,5TmKvbzD7zEbZLNfhAHTar,1zmOvW-LTP8,https://www.youtube.com/watch?v=1zmOvW-LTP8,https://www.youtube.com/results?search_query=Project%20AER%20Where%20We%20Are%20official%20audio
spotify-5krhFNgUcYHwXlNPJJYzFM,techno,Techno,Tell Me Something Good,Ewan McVicar,67,0.961,0.796,happy,5krhFNgUcYHwXlNPJJYzFM,yA_KCHCkwCo,https://www.youtube.com/watch?v=yA_KCHCkwCo,https://www.youtube.com/results?search_query=Ewan%20McVicar%20Tell%20Me%20Something%20Good%20official%20audio
spotify-1CgbwsrNDlFrRuk2ebQ7zr,techno,Techno,9Pm (Till I Come),ATB,64,0.754,0.941,happy,1CgbwsrNDlFrRuk2ebQ7zr,QFGMQZyvnmY,https://www.youtube.com/watch?v=QFGMQZyvnmY,https://www.youtube.com/results?search_query=ATB%209Pm%20(Till%20I%20Come)%20official%20audio
spotify-7g8cjrj0sXScNE727685JE,techno,Techno,"Kernkraft 400 - DJ Gius Mix, Radio Edit",Zombie Nation,64,0.297,0.528,tense,7g8cjrj0sXScNE727685JE,hjexeNExXKU,https://www.youtube.com/watch?v=hjexeNExXKU,https://www.youtube.com/results?search_query=Zombie%20Nation%20Kernkraft%20400%20-%20DJ%20Gius%20Mix%2C%20Radio%20Edit%20official%20audio
spotify-1kMObCQiYe5opqybH7ZNPD,techno,Techno,Rave - Remix,"Sam Paganini, Adam Beyer, Layton Giordani",60,0.266,0.627,tense,1kMObCQiYe5opqybH7ZNPD,j8fOdfNe3xQ,https://www.youtube.com/watch?v=j8fOdfNe3xQ,https://www.youtube.com/results?search_query=Sam%20Paganini%2C%20Adam%20Beyer%2C%20Layton%20Giordani%20Rave%20-%20Remix%20official%20audio
spotify-77cHi3HzlrS8XDgue2WT8y,techno,Techno,Porto,Worakls,60,0.19,0.713,tense,77cHi3HzlrS8XDgue2WT8y,CVZG8yhieXY,https://www.youtube.com/watch?v=CVZG8yhieXY,https://www.youtube.com/results?search_query=Worakls%20Porto%20official%20audio
spotify-0gtZ8DwXXeqGTc09iFWRBv,deep-house,Deep House,Crank,James Hype,61,0.325,0.906,tense,0gtZ8DwXXeqGTc09iFWRBv,1mpzwUGtIik,https://www.youtube.com/watch?v=1mpzwUGtIik,https://www.youtube.com/results?search_query=James%20Hype%20Crank%20official%20audio
spotify-3RiRFyvasDtAv8n0AQUKFG,deep-house,Deep House,Feel My Needs - Purple Disco Machine Remix,"WEISS, Purple Disco Machine",60,0.903,0.896,happy,3RiRFyvasDtAv8n0AQUKFG,U1i6t4d90WM,https://www.youtube.com/watch?v=U1i6t4d90WM,https://www.youtube.com/results?search_query=WEISS%2C%20Purple%20Disco%20Machine%20Feel%20My%20Needs%20-%20Purple%20Disco%20Machine%20Remix%20official%20audio
spotify-0AQ1twwDGVlIVpcHDkGkXD,deep-house,Deep House,Sleepless,D.O.D,60,0.644,0.717,happy,0AQ1twwDGVlIVpcHDkGkXD,t5Da9RjQDgM,https://www.youtube.com/watch?v=t5Da9RjQDgM,https://www.youtube.com/results?search_query=D.O.D%20Sleepless%20official%20audio
spotify-3je1VcyoT3FEH6AbttouZj,deep-house,Deep House,Saving My Love,Chris Malinchak,59,0.0908,0.518,tense,3je1VcyoT3FEH6AbttouZj,TK_wXL0g134,https://www.youtube.com/watch?v=TK_wXL0g134,https://www.youtube.com/results?search_query=Chris%20Malinchak%20Saving%20My%20Love%20official%20audio
spotify-0f91Dvbc5tc6DN7e2QaNyC,deep-house,Deep House,Midsommar,Nora Van Elken,58,0.0406,0.615,tense,0f91Dvbc5tc6DN7e2QaNyC,ZDmWc1XQsOw,https://www.youtube.com/watch?v=ZDmWc1XQsOw,https://www.youtube.com/results?search_query=Nora%20Van%20Elken%20Midsommar%20official%20audio
spotify-3hWfKBt3n7j1xqIy6LA5ve,progressive-house,Progressive House,Astronomia,"Vicetone, Tony Igy",68,0.326,0.945,tense,3hWfKBt3n7j1xqIy6LA5ve,iLBBRuVDOo4,https://www.youtube.com/watch?v=iLBBRuVDOo4,https://www.youtube.com/results?search_query=Vicetone%2C%20Tony%20Igy%20Astronomia%20official%20audio
spotify-6LHXb1sGs72iTmpSr0603b,progressive-house,Progressive House,Something,"Martin Garrix, Breathe Carolina",63,0.152,0.939,tense,6LHXb1sGs72iTmpSr0603b,5V14PYSVRO0,https://www.youtube.com/watch?v=5V14PYSVRO0,https://www.youtube.com/results?search_query=Martin%20Garrix%2C%20Breathe%20Carolina%20Something%20official%20audio
spotify-5L8R2cyft2HfQ1IlfVAbcz,progressive-house,Progressive House,Salta,Sultan + Shepard,63,0.0768,0.604,tense,5L8R2cyft2HfQ1IlfVAbcz,0F5k421OBZk,https://www.youtube.com/watch?v=0F5k421OBZk,https://www.youtube.com/results?search_query=Sultan%20%2B%20Shepard%20Salta%20official%20audio
